0  -2.79741e-17  0
1  -1.2938e-16  -1
2  -2.12862e-17  -1.24404e-17
3  5.53977e-18  -9.70362e-18
4  5.31803e-17  -2.05728e-17
5  -1.68294e-17  4.56485e-18
6  -7.2796e-18  -4.19305e-18
7  1.66918e-17  -4.04062e-18
8  4.15792e-17  -6.35729e-18
9  1.75748e-17  -3.74224e-17
10  3.38075e-18  -4.90849e-18
11  6.52889e-18  2.85222e-17
12  -1.34064e-17  -1.87455e-17
13  3.77884e-17  1.1525e-17
14  9.01966e-18  -4.39788e-19
15  1.39745e-17  -4.69956e-17
16  4.60041e-17  -3.13993e-18
17  -1.92682e-17  5.81929e-17
18  1.90253e-17  -3.8657e-17
19  4.75158e-18  -1.17445e-17
20  -5.36064e-18  -1.19381e-17
21  8.80897e-18  -1.62406e-17
22  2.75131e-17  1.55218e-17
23  -9.00423e-18  -2.49353e-17
24  -1.37079e-17  -3.24069e-17
25  -4.54762e-17  -1.32575e-17
26  1.01838e-17  -2.74936e-17
27  2.63881e-17  -3.39267e-18
28  -9.88686e-18  -6.15002e-18
29  3.86712e-17  7.05673e-18
30  1.56071e-17  -3.40484e-18
31  -5.16059e-17  -3.74241e-17
32  7.61968e-17  -8.56988e-17
33  8.54544e-18  -7.74319e-18
34  3.09382e-17  3.96084e-17
35  1.91245e-17  9.28385e-18
36  9.26618e-18  3.31634e-17
37  -3.91927e-17  -3.68522e-18
38  -1.23046e-17  -2.29542e-17
39  -3.60969e-17  -1.46453e-17
40  -7.33373e-18  -3.58986e-17
41  -4.61537e-18  -1.05391e-17
42  -1.04174e-17  -1.83719e-17
43  1.25794e-17  -2.65019e-18
44  1.84736e-17  -8.58946e-19
45  -1.76266e-19  -1.36695e-17
46  -5.39024e-18  -2.42172e-17
47  8.97544e-18  1.89556e-17
48  1.55842e-17  1.53184e-17
49  9.17754e-19  -1.62436e-17
50  1.38645e-17  3.42321e-18
51  2.88842e-17  8.75852e-19
52  -6.3379e-18  2.93103e-17
53  3.1194e-18  1.38365e-17
54  1.12615e-17  -9.3849e-18
55  -1.2727e-17  -3.45644e-18
56  1.06401e-17  1.86429e-19
57  1.60308e-17  2.31859e-17
58  1.47711e-17  2.3334e-17
59  1.68346e-17  8.77105e-20
60  6.35371e-18  -2.56604e-18
61  -1.00695e-17  3.01436e-18
62  4.87578e-17  3.31889e-17
63  9.40011e-18  4.9447e-17
64  2.00869e-17  -1.97229e-17
65  3.91849e-18  -8.80625e-17
66  -8.16049e-18  -1.16204e-17
67  4.48383e-17  2.77717e-18
68  -1.86667e-17  -3.59948e-18
69  2.38046e-17  -2.22635e-17
70  -1.12113e-17  3.37701e-18
71  1.90442e-17  9.69938e-18
72  1.41537e-17  -2.84126e-17
73  -1.28101e-18  4.77133e-18
74  1.00712e-17  8.79541e-18
75  -2.27517e-17  2.29226e-17
76  -2.98061e-17  -1.63172e-17
77  2.07031e-17  1.60307e-17
78  1.80167e-17  1.60957e-17
79  1.9913e-17  -3.92714e-17
80  -4.53361e-17  -1.44888e-17
81  -2.82332e-17  -2.2986e-17
82  -1.49556e-17  -4.78976e-18
83  6.5023e-18  -6.13205e-18
84  2.40578e-18  -7.8129e-18
85  1.81398e-17  -1.24475e-17
86  9.99672e-18  1.73869e-17
87  6.12662e-17  2.79278e-18
88  -1.35922e-17  -1.16556e-17
89  -1.73569e-17  -2.35183e-17
90  1.30915e-17  -6.69076e-18
91  1.113e-17  -1.34273e-17
92  -1.21067e-17  -1.89552e-17
93  -1.77733e-17  -1.74397e-18
94  6.78139e-17  1.41331e-17
95  4.33754e-18  3.90168e-17
96  3.70977e-17  9.163e-17
97  -4.25425e-17  4.36138e-17
98  -2.68534e-17  3.80823e-19
99  3.11839e-18  3.04668e-17
100  -4.88451e-18  -2.89348e-17
101  1.75884e-17  1.67678e-18
102  -1.46632e-17  2.41431e-17
103  -1.16861e-17  4.16337e-17
104  -6.71385e-18  -2.80747e-18
105  -4.37589e-17  1.95389e-17
106  -3.41098e-18  1.01515e-17
107  4.08664e-17  -1.76928e-17
108  1.95852e-17  3.03156e-17
109  -1.83655e-18  5.18323e-17
110  -5.41266e-17  5.46391e-17
111  -2.95267e-17  5.43471e-17
112  -7.74028e-17  1.53348e-17
113  4.84835e-18  -3.95955e-17
114  -2.831e-17  8.78176e-18
115  -4.75247e-18  1.15929e-18
116  -1.18783e-18  -2.19264e-17
117  -1.63898e-17  -1.58626e-17
118  4.87483e-18  -1.32366e-17
119  -5.19953e-18  1.95961e-17
120  -6.66223e-18  -3.59859e-17
121  -3.45504e-18  -6.73046e-19
122  -8.50874e-19  -1.1126e-17
123  4.61724e-18  -1.03807e-18
124  -9.83547e-18  -8.16778e-18
125  1.35903e-17  -1.90317e-17
126  -3.84644e-17  1.11896e-16
127  0  0
