0  0
0.024737  0.0494689
0.0494739  0.0989074
0.0742109  0.148286
0.0989478  0.197573
0.123685  0.246739
0.148422  0.295755
0.173159  0.344589
0.197896  0.393213
0.222633  0.441596
0.24737  0.489709
0.272106  0.537522
0.296843  0.585006
0.32158  0.632133
0.346317  0.678872
0.371054  0.725196
0.395791  0.771077
0.420528  0.816485
0.445265  0.861394
0.470002  0.905776
0.494739  0.949604
0.519476  0.992851
0.544213  1.03549
0.56895  1.0775
0.593687  1.11884
0.618424  1.1595
0.643161  1.19946
0.667898  1.23867
0.692635  1.27713
0.717372  1.31481
0.742109  1.35169
0.766845  1.38773
0.791582  1.42293
0.816319  1.45726
0.841056  1.4907
0.865793  1.52322
0.89053  1.55481
0.915267  1.58545
0.940004  1.61512
0.964741  1.6438
0.989478  1.67148
1.01421  1.69813
1.03895  1.72375
1.06369  1.74831
1.08843  1.7718
1.11316  1.7942
1.1379  1.81551
1.16264  1.83571
1.18737  1.85478
1.21211  1.87272
1.23685  1.88951
1.26158  1.90515
1.28632  1.91962
1.31106  1.93291
1.3358  1.94503
1.36053  1.95595
1.38527  1.96568
1.41001  1.9742
1.43474  1.98152
1.45948  1.98762
1.48422  1.99251
1.50895  1.99618
1.53369  1.99862
1.55843  1.99985
1.58316  1.99985
1.6079  1.99862
1.63264  1.99618
1.65738  1.99251
1.68211  1.98762
1.70685  1.98152
1.73159  1.9742
1.75632  1.96568
1.78106  1.95595
1.8058  1.94503
1.83053  1.93291
1.85527  1.91962
1.88001  1.90515
1.90475  1.88951
1.92948  1.87272
1.95422  1.85478
1.97896  1.83571
2.00369  1.81551
2.02843  1.7942
2.05317  1.7718
2.0779  1.74831
2.10264  1.72375
2.12738  1.69813
2.15211  1.67148
2.17685  1.6438
2.20159  1.61512
2.22633  1.58545
2.25106  1.55481
2.2758  1.52322
2.30054  1.4907
2.32527  1.45726
2.35001  1.42293
2.37475  1.38773
2.39948  1.35169
2.42422  1.31481
2.44896  1.27713
2.4737  1.23867
2.49843  1.19946
2.52317  1.1595
2.54791  1.11884
2.57264  1.0775
2.59738  1.03549
2.62212  0.992851
2.64685  0.949604
2.67159  0.905776
2.69633  0.861394
2.72106  0.816485
2.7458  0.771077
2.77054  0.725196
2.79528  0.678872
2.82001  0.632133
2.84475  0.585006
2.86949  0.537522
2.89422  0.489709
2.91896  0.441596
2.9437  0.393213
2.96843  0.344589
2.99317  0.295755
3.01791  0.246739
3.04264  0.197573
3.06738  0.148286
3.09212  0.0989074
3.11686  0.0494689
3.14159  2.44929e-16
3.16633  -0.0494689
3.19107  -0.0989074
3.2158  -0.148286
3.24054  -0.197573
3.26528  -0.246739
3.29001  -0.295755
3.31475  -0.344589
3.33949  -0.393213
3.36423  -0.441596
3.38896  -0.489709
3.4137  -0.537522
3.43844  -0.585006
3.46317  -0.632133
3.48791  -0.678872
3.51265  -0.725196
3.53738  -0.771077
3.56212  -0.816485
3.58686  -0.861394
3.61159  -0.905776
3.63633  -0.949604
3.66107  -0.992851
3.68581  -1.03549
3.71054  -1.0775
3.73528  -1.11884
3.76002  -1.1595
3.78475  -1.19946
3.80949  -1.23867
3.83423  -1.27713
3.85896  -1.31481
3.8837  -1.35169
3.90844  -1.38773
3.93318  -1.42293
3.95791  -1.45726
3.98265  -1.4907
4.00739  -1.52322
4.03212  -1.55481
4.05686  -1.58545
4.0816  -1.61512
4.10633  -1.6438
4.13107  -1.67148
4.15581  -1.69813
4.18054  -1.72375
4.20528  -1.74831
4.23002  -1.7718
4.25476  -1.7942
4.27949  -1.81551
4.30423  -1.83571
4.32897  -1.85478
4.3537  -1.87272
4.37844  -1.88951
4.40318  -1.90515
4.42791  -1.91962
4.45265  -1.93291
4.47739  -1.94503
4.50212  -1.95595
4.52686  -1.96568
4.5516  -1.9742
4.57634  -1.98152
4.60107  -1.98762
4.62581  -1.99251
4.65055  -1.99618
4.67528  -1.99862
4.70002  -1.99985
4.72476  -1.99985
4.74949  -1.99862
4.77423  -1.99618
4.79897  -1.99251
4.82371  -1.98762
4.84844  -1.98152
4.87318  -1.9742
4.89792  -1.96568
4.92265  -1.95595
4.94739  -1.94503
4.97213  -1.93291
4.99686  -1.91962
5.0216  -1.90515
5.04634  -1.88951
5.07107  -1.87272
5.09581  -1.85478
5.12055  -1.83571
5.14529  -1.81551
5.17002  -1.7942
5.19476  -1.7718
5.2195  -1.74831
5.24423  -1.72375
5.26897  -1.69813
5.29371  -1.67148
5.31844  -1.6438
5.34318  -1.61512
5.36792  -1.58545
5.39266  -1.55481
5.41739  -1.52322
5.44213  -1.4907
5.46687  -1.45726
5.4916  -1.42293
5.51634  -1.38773
5.54108  -1.35169
5.56581  -1.31481
5.59055  -1.27713
5.61529  -1.23867
5.64002  -1.19946
5.66476  -1.1595
5.6895  -1.11884
5.71424  -1.0775
5.73897  -1.03549
5.76371  -0.992851
5.78845  -0.949604
5.81318  -0.905776
5.83792  -0.861394
5.86266  -0.816485
5.88739  -0.771077
5.91213  -0.725196
5.93687  -0.678872
5.9616  -0.632133
5.98634  -0.585006
6.01108  -0.537522
6.03582  -0.489709
6.06055  -0.441596
6.08529  -0.393213
6.11003  -0.344589
6.13476  -0.295755
6.1595  -0.246739
6.18424  -0.197573
6.20897  -0.148286
6.23371  -0.0989074
6.25845  -0.0494689
